text,label
Отличный курс обучения с удовольствием,1
Отличный курс и очень информативный,1
"Этот курс не содержит никакой новой информации, он не учит вас, но просто взволнованно показывает общеизвестные факты.",0
"Отличный курс, мне понравилось изучать материал",1
Отличный курс хорошие классы легко следить за обновленным контентом видео высокого качества,1
"Очень питательный курс с примерами из реального мира, которые позволят вам понять потенциал 3D-печати как новой технологии.",1
Очень интересно,1
"Темы, связанные с экономикой или бизнесом, не то, что я хорошо понимаю или люблю читать об этом курсе, помогло мне узнать кучу полезных вещей, которые я иначе не приложил бы усилий к изучению.",1
"Я смог понять материалы и устройства, используемые в программных аспектах 3d-печати 3d-принтеров, и получить вводный обзор передовых приложений, таких как 3d-печать в биомедицинских приложениях.",1
"Этот курс очень интересен и представляет собой прекрасное введение, особенно для учащихся, не имеющих опыта работы с 3D-печатью.",1
Отличная информация и видео готовы к следующему шагу,1
"Если вы заинтересованы в более глубоком понимании технологии 3D-печати, я рекомендую этот курс, нет никаких предпосылок, все, что вам нужно, это желание изучить этот курс, познакомит вас с различными методами 3D-производства и представит вам 3D-печатные компании, которые в настоящее время активно работают, если вы хотите перейти в область 3D-печати.",1
Хорошие вдохновляющие примеры,1
"Отличный курс, который дал большую степень знаний о приложениях и процессе проектирования",1
Что можно сделать с помощью этой удивительной технологии,1
"Примеры того, как 3d-печать может быть применена к проблемам реального мира",1
"отличный контент, я все еще должен пройти через него, чтобы собрать богатство информации, которая была собрана здесь",1
"В то время как на прошлой неделе есть некоторые интересные материалы о дизайн-мышлении, некоторые темы курса, похоже, не хорошо сочетаются друг с другом, и видео включают в себя много монотонных говорящих голов, в то время как это передает преимущество возможности слушать некоторые из видео без последовательного просмотра вопросов интервью, задаваемых докладчиками, иногда печатаются на экране и не задаются устно, если вы не смотрите, вы пропустите вопросы, я хотел бы увидеть этот курс, переориентированный на дизайн-мышление для 3d-печати с другими приложениями, перемежающимися в качестве примеров, а не составляющим львиную долю курса, я считаю, что формат будет более привлекательным и лучше выполнять работу по предоставлению навыков с большей возможностью для практики.",0
"Я не нахожу очень интересным этот курс слишком много интервью он может работать для первого курса, но не для второго я ожидал, чтобы иметь больше технических материалов и уроков.",0
"Очень хороший углубленный взгляд на потенциальные приложения для 3d-печати, мне особенно понравились разделы о развитии и образовании этого класса, которые заставляют вас задуматься о потенциальных последствиях 3d-печати и о том, как она может изменить экономику как на местном, так и на глобальном уровне. [+]",1
"хороший курс, чтобы увидеть различные рыночные и некоммерческие аспекты 3D-печати множество примеров и инициатив",1
"Отличный курс может сделать с немного более визуальными ссылками, некоторые из переговоров немного трудно пройти, так как вы смотрите контент 2 человек, все еще очень ценный.",1
Очень полный курс очень интересный,1
"Большой обзор того, что можно сделать с помощью 3D-печати",1
Классный класс,1
"Я не ожидал, что уровень вовлеченности, необходимый для завершения курса, и это было очень приятным сюрпризом для непрофессионала в революции 3D-печати.",1
Много говорить без всякого смысла пропустить его любой ценой,0
"Это очень базовый курс по технологии 3D-печати, но каждый аспект технологии художественно объяснен, все различные точки зрения рассматриваются, и 360-градусная идея передается студентам, принимая этот курс, студенты, которые размышляют об их участии в этой революционной технологии, смогут, наконец, решить свой будущий курс действий, который, я считаю, будет положительным вкратце, этот курс предоставит вам базу, в то время как дальнейшие курсы, я думаю, как я не принял остальные курсы до сих пор, но я намерен добавить достаточную ценность для ваших знаний.",1
Отличный курс спасибо,1
"Очень полезные видео, которые действительно переносят вас в реальный мир 3d-печати, интервью с представителями различных отраслей в этом курсе помогли мне понять важность 3d-печати аддитивного производства как удобного инструмента, а также где искать соответствующие ресурсы. [+]",1
"Отличные вводные видео были фантастическими, а инструкторы очень увлекательны.",1
Прекрасно оформленный курс,1
"Мне нравится тот факт, что так много лидеров 3D-печати пришли из разных слоев общества, и они разделяют заразительный дух обучения и раздвигают границы программного обеспечения и материаловедения.",1
Большой обзор и введение в 3d печать,1
"Если вы хотите просмотреть текущую ситуацию с технологией 3d-печати и развить бизнес на 3d-печати, вам нужно посмотреть это.",1
"Я думал, что это было отличное вступление в мир 3D-печати.",1
Новые перспективы и видение технологии 3D-печати,1
"Это был отличный курс, отличная реализация и мотивация, которая определенно увеличила мой энтузиазм, и я действительно с нетерпением жду других курсов, чтобы повысить свои навыки.",1
"Превосходный курс, очень хорошо представленный, мне понравились не только учебные занятия, но и интервью с другими специалистами в этой увлекательной области, отличный курс, чтобы вдохновить вас продолжать заниматься этим как карьерой.",1
"очень информативный доступный курс мне действительно нравится, как Арич представляет информацию, которую я рад завершить остальную специализацию",1
Хорошее введение,1
Лучший курс для начинающих,1
"Спасибо за курс, который открыл мне мир 3D-печати, когда он начался и где он сейчас.",1
"Это был отличный курс, который поощряет энтузиазм по поводу этой новой технологической революции, он дал мне фундаментальные основы по этому вопросу, более того, теперь я больше заинтересован в 3D-печати, чем я был до начала курса.",1
Отличное введение в 3d печать и множество способов ее использования,1
Хороший опыт для начала,1
"дает хороший обзор о том, что такое 3d печать",1
Этот курс меняет взгляды на 3D-печать и их революцию.,1
Получили большое представление о 3d печати,1
"Превосходное количество информации и действительно интересные интервью, а также арик Гриндфлейш предельно ясны в поздравлениях к лекциям.",1
"Вау-обучение здесь так легко воплотить свои инновации в реальность, пожалуйста, присоединяйтесь к этому курсу настоятельно рекомендуется",1
"Это отличное введение в 3d-печать, которое охватывает основы различных технологий 3d-печати от настольных компьютеров до промышленного оборудования, оно показывает ресурсы и услуги, доступные для эффективного использования 3d-печати.",1
"Этот курс не содержит никакой новой информации, он не учит вас, но просто взволнованно показывает общеизвестные факты.",0
Превосходное внедрение 3d-печати курс хорошо разработан и привлекает внимание к другим курсам серии.,1
"Этот курс был фантастическим Я многому научился, и я очень рад продолжить этот трек.",1
"Отличный курс не может ждать следующего, чтобы начать",1
"2 больших пальца вверх узнали то, что я никогда не изучал раньше",1
"Отличный курс, чтобы начать с технологии 3d печати",1
Великое введение в мир 3D-печати,1
Очень хороший вводный курс как новичок в 3D-печати помог мне понять основы 3D-печати.,1
"Хорошее место для начала, если вы ничего не знаете о 3d печати",1
Очень полные и обширные недели на самом деле занимают недели для завершения.,1
Большое спасибо.,1
"Отличная информация, очень понятная с практическими примерами и отличными преподавателями",1
Очень интересный курс,1
Полное и всеобъемлющее введение в основные концепции 3D-печати,1
"Отличный курс, действительно любящий вперед для остальной части специализации",1
Suberb введение в идею и использование 3d печати,1
"Мне очень понравился курс «Революция 3D-печати», который легко понять, вам не нужны какие-либо фоновые знания, но вы узнаете так много об этой теме, включая материалы, которые используются технологиями 3D-печати, а также материалы, охватывающие историю и будущее 3D-печати.",1
Хорошее введение в 3d для абсолютно начинающих очень интересные интервью предпринимателей,1
"Отличный курс, основы были покрыты, и я взволнован, чтобы принять следующий курс",1
"Это в основном очень базовый материал, но даже тогда он познакомил меня с концепциями, о которых я не знал.",1
"Большое спасибо за драрик, у которого смайлик, если кто-то зарегистрируется на этом курсе, он получит отличные знания и полезную информацию о 3D-печати или аддитивном производстве, бросит простое захватывающее видео не только о том, что вы получите еще одно преимущество, а не только информацию о 3D-принте, такую как получение знаний о многих компаниях изнутри, см. Истории успешных людей, которые позволяют вам идти в ногу с вашей работой, встречаться с вашими коллегами и заводить новых друзей и, наконец, развивать свои английские навыки, такие как прослушивание, и выращивать свой словарный запас.",1
Очень приятное введение о 3D-печати я люблю,1
"Хороший вводный курс, немного сокращенный для моего лайка",1
"Я не могу просто не оценить это, как я действительно наслаждался этим до максимума.",1
"Отличный курс обязательно для каждого человека, который имеет некоторое представление об этом, и даже если вы не занимаетесь ариком, его команда проведет вас по этой замечательной технике.",1
"Отличный курс для изучения 3D-печати и просмотра того, где технология подтянулась, я буду преследовать остальную часть этого камня.",1
Не стесняйтесь записать его мозговой штурм курс мне нравится способ обучения здесь,1
"Отличная доставка курса инструктором отличная возможность познакомиться с великими людьми для меня это было как настоящее путешествие курс дал мне четкое понимание 3d печати на высоком уровне с нетерпением жду, чтобы получить глубокие знания от дальнейших курсов я настоятельно рекомендую этот курс для тех, кто хочет знать о 3d печати",1
"Он предоставляет не только хороший обзор 3D-печати, но и стимулирует людей, которые посещают его, искать более отличный курс, чтобы начать путешествие.",1
"Дайте мне уверенность, чтобы раскрыть мое творчество, и теперь я вижу мир разными глазами с большими возможностями для создания или настройки объектов в 3D.",1
Очень хороший вводный курс по 3D-печати для всех на каждом уровне,1
умопомрачительный курс,1
Великое введение,1
Мне нравится курс довольно краткий и прямой вперед настоятельно рекомендуется,1
Курс открытия глаз и разума,1
Очень хорошее введение в предмет инструктор никогда не теряет внимания с новыми темами и примерами.,1
"отличное введение даже для людей, которые не будут стремиться к завершению полной специализации",1
Идеальное введение в мир 3D-печати,1
"удивительный, очень интерактивный и всеобъемлющий",1
Отличное введение в 3d печать,1
"Отличный контент, видео и беседы очень мотивируют, и они дают захватывающий обзор темы, спасибо за отличную работу.",1
Классный класс,1
Очень интерактивный и отражающий курс настоятельно рекомендуется,1
"Очень хороший обзор, который заставляет вас долго ждать",1
"Если вы мало или ничего не знаете о добавках, и это звучит интересно, это хорошее место для начала.",1
"Отличный курс для начала, если вы совершенно новичок в 3d-печати, легко понимаемый язык, очень мало специальных технических разговоров, поэтому курс подходит практически для всех, и это правда, что вам не нужно быть техническим гением, чтобы соответствовать миру 3d-печати.",1
"Хороший курс, пожалуйста, предоставьте больше практики викторины в глубину",1
Просто очень интересно,1
Хорошее краткое введение о технологии 3d печати,1
Очень хорошее и полезное введение в 3d печать,1
Классный класс,1
Это очень хорошее и легкое для понимания первое погружение в мир 3D-печати.,1
"Это было точно так же, как преподаватель сказал, что это будет как единственная трудная часть - последняя часть, где мы должны были на самом деле ремикс существующей 3D-модели, я думаю, что эта часть видео лектора должна была иметь глубокий взгляд на то, как использовать 3D-видео, тем не менее, курс был хорош, я узнал много нового и не выдавать никаких спойлеров стоит того.",1
Хорошее введение в 3d печать,1
"Отличная информация о 3D-печати поможет вам понять, какова текущая область применения этой технологии и как вы можете начать ее использовать.",1
"Я не очень заботился о рассказах студентов или видел пространство для целого видео лекции, ясно, что ultimaker является спонсором, но это было похоже на рекламу, которую я хочу узнать больше.",0
фантастика,1
Классный класс,1
Этот первый курс был отличным обзором области легко следовать и привел все в перспективе с нетерпением ожидая следующего курса.,1
Отличный курс очень тщательное введение и только пик моего любопытства идти дальше в понимании этой мощной технологии.,1
"Курс был отличным, я думаю, что это отличный момент, чтобы начать в 3D-печати, у него много интервью по информационным ссылкам, и его легко понять, чтобы поддерживать хорошую работу.",1
Очень полезно для понимания основ технологии 3d-печати,1
"Это фантастический курс, даже если вы никогда раньше не слышали о 3d-печати или некоторое время пользовались 3d-принтером, и я настоятельно рекомендую его всем, кто интересуется технологиями или футуристическими концепциями, видео в этом курсе очень увлекательны, есть множество интервью с людьми, которые занимаются 3d-печатью, которые обсуждают конкретные темы в 3d-печати, и каждый предлагает свои взгляды на будущее 3d-печати, все различные мнения и перспективы действительно помогли мне понять важность 3d-печати как на отраслевом, так и на потребительском уровне, учитывая, что это вводный курс, очень тщательный, и он консолидирует и обобщает информацию, которая может занять вас веками, чтобы отвлечься от Интернета, хотя у меня был 3d-принтер, прежде чем я взял этот курс, я много узнал.",1
Очень хорошее введение в 3D-печать,1
"Мне очень понравился этот класс, все содержание было очень легко понять и следовать мне нравится тот факт, что я могу забрать материалы на моем телефоне или столе через приложение очень удобно, прежде чем этот класс я понятия не имел, что 3d печать была вокруг так долго, я думал, что это был кто-то новый его удивительно видеть все различные приложения, которые он может использовать для",1
Это очень короткое общее введение в 3d печать.,0
"Hellomy имя ахмед из Египта я 3d хабов мэр я думаю, что это первый курс в Интернете, который даст вам возможность узнать много вещей о 3d печати, так что оставаться настроенным и зарегистрироваться сейчас, если вы заинтересованы в 3d типографии",1
"Это отличное введение в 3D-печать и движение создателей, которые, как я думал, были исправлены, а ресурсы, о которых я никогда не знал, были введены очень ценными.",1
практически ориентированный и блестяще организованный,1
"Это был идеальный вводный курс для тех, кто действительно хочет узнать что-то о 3dprinting.",1
"Лучшее место, чтобы быть в курсе современного 3D-печати, мне очень понравился раздел революционеров, где вы получаете представление обо всех междисциплинарных идеях, плавающих в ландшафте 3D-печати.",1
Спасибо за этот курс очень хороший курс,1
"Я очень рад, что курсы, подобные этому, хорошо структурированы и содержат много полезной информации, и это именно то, что мне нужно в одной единственной жалобе, это цена курса, я думаю, что это немного дорого, особенно для этой первой части специализации, это вводный двухнедельный курс с большим количеством рекламы 40 обычно вы серьезно, многие люди будут покупать личные 3d-принтеры или комплекты после курса, некоторые из них примут решение о покупке 3d-принтера для компании, для которой они работают, поскольку я подписываюсь на 360 фьюжн, и эти компании должны спонсировать такие курсы, чтобы сделать их более доступными, это их интересы сделали несколько курсов на курсах уже механической и электротехники они были от 5 до 8 недель и включали в себя много довольно тяжелой работы от наставников и студентов и были только 32 для сертификатов, как идея этой специализации, но я решил не платить за сертификат из-за его цены, хотя я очень рад иметь доступ к курсам и я благодарю вас за ваши усилия.",1
"Это действительно отличный вводный курс по 3D-печати, который был совершенно новым для предмета, и всего в двух коротких модулях как основные методы, так и некоторые современные приложения были объяснены в действительно ясной и привлекательной манере, а также было действительно интересно узнать о бизнес-примерах, которые использовали эти новые технологии, рекомендованные для всех, кто заинтересован в новых и захватывающих методах.",1
Теперь вы можете узнать о технологии 3D-печати у себя дома.,1
"Отличный курс, который я только хочу, чтобы часть по нефинансовым показателям включала некоторые примеры или понимание того, как лучше всего количественно оценивать нефинансовые показатели.",1
"1-я и 2-я недели были скучными, но, возможно, 3-я и 4-я недели были более интересными с точки зрения бизнеса, не столько интересующегося бухгалтерским учетом, сколько бизнес-решениями.",1
"Первые 3 недели были очень техническими, но очень информативными, поэтому для понимания работы на прошлой неделе уроки были более простыми и интуитивно понятными.",1
"Во-первых, я действительно наслаждался презентациями профессора Ittners, к сожалению, его презентация была только 25 из курса профессора Ittner был очень прямым, но также был очень занят тем, как он доставил свой контент, у меня было хорошее чувство, что я мог бы действительно понять материал, который он преподавал, если бы я мог дать оценку для простого профессора Ittner я бы дал 5 звезд рейтинг теперь это почему я даю этому курсу 1 звездный рейтинг, но я должен сказать, что идти в глубину бухгалтерской аналитики не так просто, вам действительно нужно иметь хорошее понимание бухгалтерского учета не так легко, в то время как я буду терять профессора Busee не сделал первые 3 недели действительно легко пройти, в то время как я наслаждался его примерами тематические исследования он просто не сделал большую работу, чтобы действительно объяснить и иллюстрировать его примеры случайные исследования он просто не сделал большую работу в цифровом виде студенты задают бессмысленные вопросы делают бессмысленные заявления или ответы с бессмысленными заявлениями я действительно хотел бы, чтобы у меня было время, чтобы проанализировать, сколько времени курса он потратил на это я бы оценил, что его около 10, но это может быть очень",0
"Это первый курс английского языка, который я взял, хотя поначалу это было немного трудно из-за языка, особенно терминов и профессиональных знаний, это всеобъемлющий курс, и я все еще изучаю курсы, связанные со школой, курс действительно стоит взять, я много узнал, и это стимулирует мой интерес к бухгалтерскому учету.",1
Спасибо за помощь,1
"Это было быстро, но при условии хорошего обзора, я хотел бы, чтобы некоторые случаи работали и применяли методы для решения проблем.",1
"Предоставляя то, что понимание, которое мы должны рассмотреть, прежде чем инвестировать в компанию и как интерпретировать баланс.",1
нет практических знаний и нет четких примеров слишком сложных тем,0
"Очень хороший курс, иногда слишком длинные видео",1
фантастический курс,1
действительно фантастический и интересный промежуточный курс бухгалтерского учета,1
"12 и 3 недели были неудовлетворительными, по моему мнению, видео-лекции были трудно понять, 4-я неделя была очень хорошей.",0
"Это лучший курс, который я когда-либо изучал.",1
"Это фантастический курс, единственная загвоздка в том, что он не имеет китайского перевода, что делает его немного более трудным для неместных, чтобы узнать качество отлично.",1
"Я только один год бухгалтерского учета в средней школе до этого, но курс был действительно легко понять и привлечь.",1
Это очень хороший курс,1
Первые три недели были почти полностью посвящены традиционному анализу коэффициентов бухгалтерского учета.,0
"Конечно, было нелегко понять потерянный интерес после первой недели, и я едва прошел викторину в конце.",0
